a	DEJNOV
universe	N
universe-shaking	J
universities	N
university	N
university-based	J
university-educated	J
university-epa	N
university-funded	J
university-trained	J
university-wide	J
univest	N
univision	N
unix	N
unjacketed	J
unjust	J
unjustifiable	J
unjustifiably	R
unjustified	J
unjustly	R
unk-unks	N
unkempt	J
unkind	J
unknowable	J
unknowing	J
unknowingly	R
unknown	JN
unknowns	N
unlabeled	J
unlaced	V
unlacing	V
unlamented	J
unlashed	V
unlatch	V
unlaundered	V
unlawful	J
unlawfully	R
unleaded	J
unleash	V
unleashed	V
unleashes	V
unleashing	NV
unleavened	J
unless	NP
unleveled	V
unlicensed	J
unlike	JNP
unlikely	JR
unlimited	JN
unlined	J
unlinked	J
unlisted	JNV
unlit	N
unliterary	J
unload	V
unloaded	JV
unloading	NV
unloads	V
unlock	V
unlocked	JV
unlocking	V
unlocks	V
unlovable	J
unloved	N
unlovely	J
unluckily	R
unlucky	J
unmagnified	J
unmalicious	J
unmanageable	J
unmanageably	R
unmanaged	J
unmanned	J
unmarked	J
unmarketable	J
unmarried	JV
unmasculine	J
unmask	V
unmasked	V
unmasks	V
unmatched	J
unmated	V
unmaterialized	V
unmcguanean	J
unmeasurable	J
unmelodic	J
unmentioned	V
unmeritorious	J
unmeshed	J
unmet	J
unmethodical	J
unmiked	V
unmindful	J
unmistakable	J
unmistakably	R
unmixed	V
unmodified	J
unmolested	J
unmotivated	J
unmoved	J
unmurmuring	J
unnameable	J
unnamed	J
unnatural	J
unnaturally	R
unnaturalness	N
unnavigable	J
unnecessarily	R
unnecessary	J
unneeded	J
unnerved	JV
unnerving	JV
unnnt	N
unnoticed	J
unnourished	J
unnumbered	J
uno	N
uno-ven	N
unobserved	J
unobtainable	J
unobtrusive	J
unobtrusively	R
unobvious	J
unocal	JN
unoccupied	J
unofficial	J
unofficially	R
unopened	J
unopposable	J
unopposed	J
unorganized	J
unoriginal	J
unoriginals	N
unorthodox	J
unpack	V
unpacked	J
unpacking	V
unpadded	J
unpaid	J
unpaintable	J
unpaired	V
unpalatable	J
unparalleled	J
unpartisan	J
unpatriotic	J
unpatronizing	V
unpaved	J
unpeace	N
unpegged	J
unperceived	V
unperformed	J
unperturbed	J
unphysical	J
unpicturesque	J
unplagued	V
unplanned	J
unpleasant	J
unpleasantly	R
unpleasantness	N
unpleased	V
unplowed	J
unplug	V
unplumbed	J
unpolarizing	V
unpolished	J
unpolitical	J
unpopular	J
unpopularity	N
unprecedented	J
unprecedentedly	R
unpredictability	N
unpredictable	J
unpredictably	R
unpremeditated	J
unprepared	J
unpretentious	J
unproblematic	J
unprocurable	J
unproductive	J
unprofessional	J
unprofitable	J
unpromising	J
unprotected	J
unprovable	J
unproved	J
unproven	J
unprovocative	J
unpublicized	J
unpublishable	J
unpublished	J
unpunctured	J
unpunished	J
unqualified	J
unqualifiedly	R
unquenched	V
unquestionable	J
unquestionably	R
unquestioned	J
unquestioningly	R
unquiet	J
unr	N
unravel	V
unraveled	JV
unraveling	NV
unread	J
unreadable	J
unready	J
unreal	J
unrealism	N
unrealistic	J
unrealistically	R
unreality	N
unrealized	J
unreason	N
unreasonable	J
unreasonably	R
unreasoning	J
unreassuringly	R
unrecognizable	J
unrecognized	J
unreconstructed	J
unrecoverable	J
unredeemed	J
unreeling	V
unreflective	J
unrefrigerated	J
unregisterd	J
unregistered	J
unregulated	J
unrehearsed	J
unreimbursed	V
unreinforced	J
unrelated	J
unreleasable	J
unreleased	J
unrelenting	J
unreliability	N
unreliable	J
unrelieved	J
unremarkable	J
unremitting	J
unremittingly	R
unrepentant	J
unreported	J
unrequited	J
unreservedly	R
unresolved	J
unresponsive	J
unrest	N
unrestrained	J
unrestricted	J
unrestrictedly	R
unretouched	J
unrevealing	V
unrewarding	J
unrifled	J
unripe	J
unrivaled	J
unroll	V
unrolled	J
unrolls	V
unromantic	J
unruffled	J
unruh	N
unruly	J
unsaddling	V
unsafe	J
unsaid	J
unsaleable	J
unsalted	J
unsanctioned	J
unsatisfactorily	R
unsatisfactory	J
unsatisfied	J
unsatisfying	J
unsaturated	J
unsavory	J
unscathed	J
unscented	V
unscheduled	J
unscientific	J
unscramble	V
unscrew	V
unscrewed	V
unscripted	J
unscrupulous	J
unseal	V
unsealed	JV
unsealing	N
unseasonable	J
unseasonably	R
unseat	V
unseated	JV
unseating	V
unsecured	J
unsee	V
unseemly	J
unseen	J
unself-conscious	J
unselfconsciousness	N
unselfish	J
unselfishly	R
unsentimental	J
unserious	J
unserviceable	J
unservile	J
unsettled	JV
unsettlement	N
unsettling	JV
unshackled	J
unshakable	J
unshakeable	J
unsharpened	V
unshaved	J
unshaven	J
unsheathe	V
unsheathing	V
unshed	J
unshelled	V
unsheltered	J
unshielded	V
unshirted	J
unsightly	J
unsigned	J
unsinkable	N
unskilled	J
unsloped	J
unsmiling	J
unsmilingly	R
unsold	J
unsolder	V
unsolicited	J
unsolved	JN
unsophisticated	J
unsound	J
unspeakable	J
unspecified	J
unspectacular	J
unspent	J
unspoiled	J
unspoken	J
unsprayed	V
unstable	J
unstained	J
unstanched	V
unstapled	J
unstaring	V
unstated	J
unsteadily	R
unsteadiness	N
unsteady	JV
unstilted	J
unstimulated	J
unstinting	JV
unstoppable	J
unstressed	J
unstructured	J
unstrung	J
unstuck	J
unstuffy	V
unstylish	J
unsubordinated	J
unsubsidized	J
unsubstantiated	J
unsubtle	J
unsuccessful	J
unsuccessfully	R
unsuitability	N
unsuitable	J
unsuitably	R
unsuited	V
unsung	J
unsupportable	J
unsupported	J
unsure	J
unsurmountable	J
unsurpassed	J
unsurprised	J
unsurprising	JV
unsuspected	J
unsuspecting	J
unsustainable	J
unswagged	J
unswaggering	J
unswerving	J
unsympathetic	J
untamed	J
untapped	J
untarnished	J
untch	N
unteach	V
untellable	J
untenable	J
untenanted	J
untenured	V
untested	J
unthaw	V
unthematic	J
unthinkable	JN
unthinking	J
unthinkingly	R
unthreatening	J
untidiness	N
untidy	J
untie	V
untied	V
until	NP
untimely	J
unto	P
untold	JN
untouchable	J
untouchables	N
untouched	J
untoward	J
untracked	J
untradeable	J
untraditional	J
untrained	J
untrammeled	JV
untreated	J
untried	J
untrue	J
untrustworthiness	N
untrustworthy	J
untruth	N
unturned	J
unum	N
unusable	J
unusally	R
unused	J
unusual	JN
unusually	R
unutterably	R
unuttered	J
unvarying	V
unvaryingly	R
unveil	V
unveiled	JV
unveiling	NV
unveils	V
unventilated	V
unverifiable	J
unviable	J
unvisited	V
unwaivering	V
unwanted	J
unwarrantable	J
unwarranted	J
unwary	J
unwashed	J
unwavering	V
unwaveringly	R
unwed	J
unwelcome	J
unwholesome	J
unwieldy	J
unwilling	J
unwillingly	R
unwillingness	N
unwind	V
unwinding	NV
unwire	V
unwired	V
unwise	J
unwisely	R
unwitting	J
unwittingly	R
unwomanly	R
unworkable	J
unworn	J
unworthy	JN
unwounded	J
unwraps	V
unwrinkled	J
unwritten	J
unyielding	J
up	JNPRV
up-and-coming	J
up-front	J
up-jutting	J
up-market	J
up-or-down	J
up-pp	P
up-scale	J
up-tight	J
up-to-date	J
upbeat	JN
upbringing	N
upchurch	N
upcoming	J
upcountry	J
update	NV
updated	JV
updates	NV
updating	NV
updike	N
upended	J
upfield	R
upgrade	JNV
upgraded	JV
upgrades	NV
upgrading	NV
upgradings	N
upham	N
upheaval	N
upheavals	N
upheld	V
uphill	JR
uphoff	N
uphold	V
upholders	N
upholding	V
upholds	V
upholstered	V
upholstery	N
upi	N
upjohn	N
upkeep	N
upland	JR
uplands	N
uplift	NV
uplifting	JV
upmarket	J
upon	NPR
upped	V
upper	JNR
upper-class	J
upper-crust	J
upper-deck	J
upper-echelon	J
upper-house	JN
upper-income	JN
upper-level	J
upper-lower	J
upper-management	N
upper-medium	J
upper-middle	J
upper-middle-class	J
upper-middle-income	JN
upperclassmen	N
uppercut	N
uppermost	JR
upping	V
uppon	NP
uppsala	N
upraised	V
upright	JR
uprising	N
uprisings	N
upriver	J
uproar	N
uproariously	R
uproot	V
uprooted	JV
ups	NV
ups-and-downs	N
upsala	N
upscale	JNR
upset	JNV
upsets	NV
upsetting	JNV
upshot	N
upshots	N
upside	JNR
upson	N
upstaged	V
upstairs	JNR
upstanding	J
upstart	JN
upstarts	N
upstate	JR
upstream	JR
upsurge	N
upswing	N
uptake	N
uptempo	J
uptick	NV
uptight	J
upton	N
uptown	JN
uptrend	N
upturn	N
upturned	J
upturns	N
upward	JR
upward-mobile	J
upwardly	R
upwards	NR
ural	N
urals	N
uranium	N
uranium-mining	N
uranium-recovery	J
uranium-waste	J
uranyl	N
urban	JN
urban-development	N
urban-fringe	J
urbana	N
urbane	J
urbanism	N
urbanization	N
urbanized	JV
urbano	N
urbanski	N
urben	N
urdis	N
urea	N
uremia	N
urethane	N
urethanes	N
urethra	N
urge	NV
urged	V
urgencies	N
urgency	N
urgent	J
urgently	R
urges	NV
urging	NV
urgings	N
urich	N
urielites	N
urien	N
urinals	N
urinary	J
urinary-tract	N
urine	N
urmstom	N
urn	N
urns	N
urraca	N
urs	N
ursa	N
urstadt	N
ursuline	N
uruguay	N
us	NO
us-travel	N
usa	N
usaa	N
usability	N
usable	J
usacafes	N
usaf	N
usage	N
usages	N
usair	N
usc	N
usda	N
usda-sponsored	J
use	NV
useable	J
used	JV
used-car	JN
used-equipment	N
useful	J
usefully	R
usefulness	N
useless	J
uselessly	R
uselessness	N
user	N
user-friendly	J
user-inviting	J
userfriendly	J
users	N
usery	N
uses	NV
usfl	N
usg	N
usga	N
usha	N
usher	NV
ushered	V
ushering	V
ushers	NV
ushikubo	N
ushuaia	N
usi	N
usia	N
usines	N
using	V
usinor	N
usinor-sacilor	N
usis	N
usn	N
uso	N
usom	N
usp	N
uspensky	N
uss	N
ussr	N
ust	N
usual	JR
usually	R
usurious	J
usurp	V
usurpation	N
usurpations	N
usurped	V
usurping	V
ususal	J
usw	N
usx	N
uta	N
utah	N
utahans	N
utensils	N
utero	N
uterus	N
utilicorp	N
utilitarian	J
utilities	N
utility	JN
utility-cost	N
utilization	N
utilize	V
utilized	V
utilizes	V
utilizing	V
utl	J
utley	N
utls	N
utmost	JN
utmosts	N
uto-aztecan	N
utopia	N
utopian	JN
utopianism	N
utopians	N
utopias	N
utrecht	N
utsumi	N
utsunomiya	N
utt	N
utter	JNV
utterance	N
utterances	N
uttered	V
uttering	V
utterly	R
uttermost	J
uttuh	V
uv-b	JN
uvb	N
uxbridge	N
uyl	N
uzbekistan	N
uzi	N
uzi-model	J
v-shaped	J
va	N
va-backed	J
vacancies	N
vacancy	N
vacanices	N
vacant	J
vacate	V
vacated	V
vacating	V
vacation	NV
vacationed	V
vacationer	N
vacationers	N
vacationing	NV
vacationland	N
vacations	N
vacaville	N
vaccinating	V
vaccination	N
vaccine	N
vaccine-related	J
vaccine-vendor	J
vaccines	N
vaccinia	N
vachell	N
vacillate	V
vacillated	V
vacillation	N
vaclav	N
vacuolated	V
vacuolization	N
vacuous	J
vacuum	JNV
vacuum-formed	J
vacuum-packed	J
vacuum-tube	J
vacuumed	V
vacuuming	NV
vadar	N
vadas	N
vade	E
vadehra	N
vader	N
vadies	N
vadim	N
vadstena	N
vaezi	N
vagabond	N
vagabondage	N
vagabonds	N
vagaries	N
vagina	N
vaginal	J
vagrant	J
vague	J
vaguely	R
vaguely-imagined	J
vagueness	N
vaguer	J
vaguest	J
vahid	N
vaikule	N
vail	N
vain	JR
vainly	R
vajna	N
val	N
valais	N
valdemar	N
valdese	N
valdez	N
valdiserri	N
vale	N
valedictorian	N
valen	N
valencia	N
valens	N
valente	N
valenti	N
valentin	N
valentina	N
valentine	N
valentino	N
valeri	N
valerie	N
valero	N
valery	N
valet	N
valeur	E
valewe	N
valhalla	N
valhi	N
valiant	JN
valiantly	R
valid	J
validate	V
validated	V
validating	V
validation	N
validity	N
validly	R
valin	N
valium	N
valladolid	N
valle	N
vallecas	N
vallee	N
valley	N
valleyfair	N
valleys	N
vallfart	N
valmet	N
valois	N
valor	N
valparaiso	N
valrico	N
valspar	N
valu	N
valuable	JN
valuation	N
valuations	N
value	NV
value-added	J
value-assessment	N
value-boosting	J
value-investing	J
value-judgments	N
value-orientations	N
value-oriented	J
value-problems	N
value-story	J
value-system	N
valued	JV
valueless	J
values	NV
valuing	V
valve	N
valves	N
valvoline	N
vamp	N
vampire	N
vampires	N
vampirism	N
van	N
vance	N
vancouver	N
vancouver-based	J
vandalism	N
vandalized	V
vandals	N
vanden	N
vandenberg	N
vander	N
vanderbilt	N
vanderbilts	N
vandervoort	N
vandiver	N
vandringsar	N
vane	N
vanessa	N
vanguard	N
vanguardia	N
vanilla	N
vanish	V
vanished	V
vanishes	V
vanishing	V
vanities	N
vanity	N
vanourek	N
vanous	N
vanquish	V
vans	N
vansant	N
vantage	N
vantage-points	N
vanuatu	N
vapor	N
vapor-pressure	N
vaporization	N
vapors	N
vappenfabrikk	N
vaquero	N
varadero	N
varalli	N
varani	N
varese	N
varga	N
vargas	N
variability	N
variable	JN
variable-rate	J
variable-speed	J
variables	N
varian	N
variance	N
variances	N
variant	JN
variants	N
variation	N
variations	N
varicolored	J
varied	JV
variegated	J
varies	V
varieties	N
variety	N
varigrad	N
various	JN
various-sized	J
variously	R
varitinted	J
varitronic	N
varity	N
varityping	N
varlaam	N
varmint	N
varmus	N
varnell	N
varner	N
varnessa	N
varnish	N
varnishes	N
varo	N
varvara	N
varviso	N
vary	V
varying	JV
vasa	N
vasady	N
vascular	J
vascular-lesion	N
vase	N
vaseretic	N
vases	N
vasilenko	N
vasilievitch	N
vaska	N
vasodilator	N
vasorum	N
vasotec	N
vasquez	N
vass	N
vassal	N
vassals	N
vassiliades	N
vasso	N
vast	J
vaster	J
vastly	R
vasvani	N
vat	N
vatican	JN
vats	N
vattern	N
vaudeville	N
vaudois	N
vaughan	N
vaughn	N
vault	NV
vaulted	V
vaulting	JNV
vaults	N
vaunted	JV
vaux	N
vauxhall	N
vauxhill	N
vax	N
vaxstation	N
vaxsyn	N
vcor	N
vcr	N
vcrs	N
veal	N
veatch	N
veba	N
veblen	N
vecchio	N
vector	N
vectors	N
vectra	N
vectrol	N
vedder	N
vedrine	N
veeck	N
veer	V
veered	V
veering	V
veers	V
vega	N
vegans	N
vegas	N
vegas-based	J
vegetable	N
vegetable-protein	N
vegetables	N
vegetarian	J
vegetarians	N
vegetation	N
vegetative	J
vehemence	N
vehement	J
vehemently	R
vehicle	N
vehicle-loan	J
vehicle-making	J
vehicle-marketing	J
vehicle-production	J
vehicle-suspension	N
vehicles	N
vehicular	J
veil	N
veiled	JV
veiling	NV
veille	N
veilleux	N
veils	N
vein	N
veined	J
veining	NV
veins	N
velasco	N
velasquez	N
velazquez	N
velcro	N
veldt	N
vellante	N
vellum	J
velobind	N
velociter	E
velocities	N
velocity	N
velon	N
velour	N
velours	N
veltri	N
velveeta	N
velvet	N
velveteen	N
velvety	J
venable	N
venal	J
vencor	N
vendetta	N
vending	JNV
vendome	N
vendor	N
vendors	N
veneer	N
venerable	JN
venerable-but-much-derided	J
venerated	V
veneration	N
venereal	J
venetian	JN
veneto	N
venetoen	N
venezuela	N
venezuelan	JN
venezuelans	N
vengeance	N
veniamin	N
venice	N
venison	N
venit	N
venn	N
venneboerger	N
venom	N
venomous	J
vent	NV
vented	V
ventes	N
venti	N
ventilated	JV
ventilates	V
ventilating	NV
ventilation	N
ventilator	N
vento	N
ventres	N
ventricle	N
ventricles	N
ventricular	J
vents	N
ventspils	N
ventura	N
venture	JNV
venture-capital	JN
ventured	NV
venturers	N
ventures	NV
venturesome	J
venturi	N
venturing	V
venue	N
venues	N
venus	N
venusians	N
vera	N
veracious	J
veracity	N
veracruz	N
veraguas	N
veraldi	N
veranda	N
verandah	N
verandas	N
verb	N
verbal	JN
verbally	R
verbatim	JR
verbenas	N
verbiage	N
verbindungstechnik	N
verboort	N
verboten	E
verbrugge	N
verbs	N
verdant	J
verde	N
verdes	N
verdi	N
verdict	N
verdicts	N
vere	N
vereinsbank	N
verey	N
verfahrenstechnik	N
verge	N
verged	V
verges	N
vergessen	E
veridical	J
verie	R
verifiable	J
verifiably	R
verification	N
verified	V
verifier	N
verifiers	N
verify	V
verifying	V
verisimilitude	N
verit	N
veritable	J
verities	N
veritrac	N
verity	N
verloop	N
vermeersch	N
vermeil	J
vermejo	N
vermes	N
vermilion	JN
vermont	N
vermont-based	J
vermont-slauson	N
vermonters	N
vermouth	N
vern	N
vernacular	JN
vernal	J
vernava	N
verne	N
verner	N
vernier	N
vernitron	N
vernon	N
vernor	N
vero	N
veronica	N
veronique	N
veronis	N
verplanck	N
verreau	N
verret	N
verrone	N
versa	ER
versailles	N
versatile	J
versatility	N
verse	N
versed	V
verses	N
versicherung	N
versicherungs	N
version	N
versions	N
verso	N
verstandig	N
verstrichen	E
versus	CEP
vertebrae	N
vertebral	J
vertebrate	J
vertebrates	N
vertex	N
vertical	JN
vertical-restraint	J
vertical-restraints	N
vertical-takeoff-and-landing	J
vertically	R
vertigo	N
verve	N
verwoerd	N
very	JNR
very-highly	J
veryfine	N
vesco	N
vescos	N
veselich	N
vesicular	J
veslefrikk	N
vesoft	N
vesole	N
vessel	N
vessels	N
vest	NV
vestar	N
vested	JV
vestibule	N
vestibules	N
vestige	N
vestiges	N
vesting	V
vestments	N
vests	N
vesuvio	N
vet	N
veteran	JN
veterans	N
vetere	N
veteri	N
veterinarian	N
veterinarians	N
veterinary	JN
veto	NV
veto-proof	J
vetoed	V
vetoes	NV
vetoing	V
vetted	V
vevay	N
vevey	N
vex	V
vexatious	J
vexed	JV
vexes	V
vexing	JV
vf	N
vga	N
via	NP
viability	N
viable	J
viacom	N
viaduct	N
viaducts	N
viag	N
viaje	N
vial	N
viale	N
viall	N
viande	N
viareggio	N
viatech	N
viator	N
vibes	N
vibrancy	N
vibrant	J
vibrate	V
vibrated	V
vibrating	V
vibration	N
vibration-control	J
vibrations	N
vibrato	N
vibratory	J
vibrionic	J
vibrometer	N
vic	N
vical	N
vicar	N
vicarious	J
vicariously	R
vicars	N
vice	EJNR
vice-chairman	N
vice-chancellor	N
vice-president	N
vice-presidents	N
vice-regent	J
vicelike	J
vicenza	N
viceroy	N
vices	N
vichy	N
vicinity	N
vicious	J
viciously	R
viciousness	N
vicissitudes	N
vicitims	N
vickers	N
vickery	N
vicki	N
vickie	N
vicks	N
vicksburg	N
vickstrom	N
vicky	N
vicolo	N
vicon	N
victim	N
victimization	N
victimize	V
victimized	JV
victimizes	V
victimless	J
victims	N
victoire	N
victor	N
victor-brand	J
victor-butler	N
victoria	N
victorian	JN
victorians	N
victories	N
victorious	J
victoriously	R
victory	N
victrola	N
victuals	N
vida	N
vidal	N
vide	E
video	JN
video-cassette	JN
video-distribution	N
video-game	N
video-rental	J
video-store	N
video-viewing	J
videocam	N
videocameras	N
videocasette	N
videocassette	N
videocassettes	N
videoconferencing	N
videodiscs	N
videodisk	N
videodisks	N
videos	N
videotape	NV
videotaped	V
videotapes	N
videotex	N
videotext	N
videotron	N
videoway	N
vidunas	N
vie	NV
vied	V
vieira	N
vielleicht	E
vienna	JN
vienne	N
viennese	J
vienot	N
vientiane	N
vies	V
viet	N
vieth	N
vietnam	N
vietnam-veteran	J
vietnamese	JN
vietnamese-backed	J
vietor	N
vieux	N
view	NV
viewed	V
viewer	N
viewers	N
viewership	N
viewing	NV
viewings	N
viewless	J
viewmaster	N
viewmaster-ideal	N
viewpoint	N
viewpoints	N
views	NV
vif	N
vigdor	N
viggo	N
vigier	N
vigil	N
vigilance	N
vigilant	J
vigilantism	N
vignette	N
vignettes	N
vignola	N
vigor	N
vigorous	J
vigorously	R
vigreux	N
vihon	N
vii	N
viii	N
vikes	N
viking	N
vikings	N
viktor	N
vikulov	N
vila	N
vilaplana	N
vilas	N
vile	J
vilgrain	N
vilification	N
vilified	V
vilifies	V
vilifying	V
villa	N
village	N
villager	N
villagers	N
villages	N
villain	N
villainous	J
villains	N
villalobos	N
villamiel	N
villanova	N
villanueva	N
villard	N
villas	N
ville	N
vilnius	N
vince	N
vincent	N
vincit	E
vindicate	V
vindicated	V
vindication	N
vindictive	J
vine	N
vine-crisscrossed	J
vine-embowered	J
vine-shaded	J
vinegar	N
vineland	N
vines	N
vineyard	N
vineyards	N
vining	N
vinken	N
vinnicum	N
vinnin	N
vinogradoff	N
vinson	N
vintage	JN
vintages	N
vintner	N
vintners	N
vinyl	N
vinyl-laminated	J
vinyl-products	N
vioiln	N
viola	N
violate	JV
violated	V
violates	V
violating	V
violation	N
violations	N
violator	N
violators	N
violence	N
violent	J
violently	R
violet	N
violeta	N
violets	N
violetta	N
violin	N
violinist	N
violinists	N
violins	N
vip	N
viper	N
vipers	N
viphakone	N
viral	J
virdon	N
viren	N
virgil	N
virgilia	N
virgilio	N
virgin	JN
virginia	N
virginian	N
virginians	N
virginity	N
virgins	N
virile	J
virility	N
virnich	N
virologist	N
virology	N
viroqua	N
virsaladze	N
virtual	J
virtually	JPR
virtue	N
virtues	N
virtuosi	N
virtuosity	N
virtuoso	JN
virtuosos	N
virtuous	J
virulence	N
virulent	J
virus	N
virus-boosting	J
virus-free	J
viruscan	N
viruses	N
virutally	R
vis	E
vis-a-vis	ENP
visa	N
visa-free	J
visage	N
visages	N
visas	N
viscera	N
visceral	J
viscerally	R
viscoelastic	J
viscoelasticity	N
viscometer	N
viscosity	N
viscount	N
viscous	J
vise	N
viselike	J
visher	N
vishwanath	N
visibility	N
visible	J
visibly	R
visigoths	N
vision	N
visionaries	N
visionary	J
visionquest	N
visions	NV
visit	NV
visitation	N
visitations	N
visited	V
visiting	JNV
visitor	N
visitors	N
visits	NV
visker	N
visrhanik	E
viss	N
visscher	N
vista	N
vistas	N
vistors	N
vistoso	N
visual	J
visualization	N
visualizations	N
visualize	V
visualized	V
visualizes	V
visualizing	V
visually	R
visuals	N
visx	N
visystems	N
vita	N
vitae	N
vital	JN
vitale	N
vitalie	N
vitality	N
vitally	R
vitals	N
vitaly	N
vitamin	N
vitamin-and-iron	J
vitamins	N
vitarine	N
vitiate	V
vitiated	V
vitiates	V
vitreous-china	N
vitriol	N
vitriolic	J
vitro	EN
vitro-anchor	N
vittoria	N
vittorio	N
vitulli	N
vitus	N
vitzhum	N
viva	EN
vivacious	J
vivacity	N
vivaldi	N
vivaldi-at-brunch	J
vive	E
vivian	N
vivid	J
vividly	R
vividness	N
vivien	N
vivier	N
vivified	V
vivify	V
vivo	EN
vivre	E
viyella	N
vizas	N
vizcaya	N
vizeversa	N
vladilen	N
vladimir	N
vladivostok	N
vlasi	N
vlsi	N
vnet	N
vnr	N
voa	N
vocabularianism	N
vocabularies	N
vocabulary	N
vocal	JN
vocalic	J
vocalism	N
vocalist	N
vocalists	N
vocalization	N
vocalize	V
vocally	R
vocals	N
vocation	N
vocational	JN
vocational-advancement	J
vocationally	R
voce	N
vociferous	J
vociferously	R
vociferousness	N
vodka	N
vodkas	N
voegelin	N
voegtli	N
voell	N
vogel	N
vogelstein	N
vogtle	N
vogue	N
voice	NV
voice-activated	J
voice-altering	J
voice-mail	N
voice-over	J
voice-processing	J
voice-recognition	N
voice-response	N
voiced	JV
voiceless	J
voices	NV
voicetek	N
voicing	V
void	JNV
voided	V
voids	V
voir	E
voiture	N
volare	N
volatile	J
volatility	N
volatilization	N
volcanic	J
volcano	N
volcanoes	N
volcanos	N
volcker	N
volens	E
volga	N
volgograd	N
volio	N
volition	N
volk	N
volkenstein	N
volker	N
volksgeist	E
volkswagen	N
volkswagens	N
volland	N
vollard	N
volley	N
volley-ball	N
volleyball	N
vollrath	N
volney	N
volokh	N
volokhs	N
volpe	N
volstead	JN
volta	N
voltage	N
voltages	N
voltaic	J
voltaire	N
voltmeter	N
volts	N
voluble	J
volubly	R
